XM_040195237.1	chrXIII	17261913	17261913	chrXIII	17301581	17304779	+	XM_040195237.1	path1	Q6PCB8 B7Z6S3 B7Z902	Embigin		 PF07679;PF00047;	 GO:0030424;GO:0005887;GO:0005886;GO:0045202;GO:0098632;GO:0007411;GO:0070593;GO:0007156;GO:0035879;	  C:axon; C:integral component of plasma membrane; C:plasma membrane; C:synapse;	  F:cell-cell adhesion mediator activity;	  P:axon guidance; P:dendrite self-avoidance; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:plasma membrane lactate transport;
XM_040195236.1	chrXIII	17261913	17261913	chrXIII	17304954	17308185	-	XM_040195236.1	path1	P82924 Q05B75	28S ribosomal protein S30, mitochondrial		 PF07147;	 GO:0005743;GO:0005762;GO:0003735;GO:0006412;	  C:mitochondrial inner membrane; C:mitochondrial large ribosomal subunit;	  F:structural constituent of ribosome;	  P:translation;
XM_040196668.1	chrXIII	17261913	17261913	chrXIII	17309225	17310361	+	XM_040196668.1	path1	Q9BX68 Q5TCW3	Histidine triad nucleotide-binding protein 2, mitochondrial {ECO:0000305}	HINT-3 {ECO:0000303|Ref.4};HIT-17kDa {ECO:0000303|Ref.1};PKCI-1-related HIT protein {ECO:0000303|Ref.2};	 PF01230;	 GO:0005737;GO:0005739;GO:0016787;GO:0000166;GO:0006915;GO:0016042;GO:2000757;GO:0006694;	  C:cytoplasm; C:mitochondrion;	  F:hydrolase activity; F:nucleotide binding;	  P:apoptotic process; P:lipid catabolic process; P:negative regulation of peptidyl-lysine acetylation; P:steroid biosynthetic process;
XM_040195698.1	chrXIII	17284104	17284104	chrXIII	17330447	17333199	-	XM_040195698.1	path1	P52556 Q3T0T4	Flavin reductase (NADPH)	Biliverdin reductase B;Biliverdin-IX beta-reductase;Green heme-binding protein;NADPH-dependent diaphorase;NADPH-flavin reductase;	 PF13460;	 GO:0005829;GO:0106276;GO:0004074;GO:0106277;GO:0042602;GO:0042167;	  C:cytosol;	  F:biliberdin reductase NAD+ activity; F:biliverdin reductase (NAD(P)+) activity; F:biliverdin reductase (NADP+) activity; F:riboflavin reductase (NADPH) activity;	  P:heme catabolic process;
XM_040195695.1	chrXIII	17284104	17284104	chrXIII	17333993	17344062	+	XM_040195695.1	path1	O14830 O14831	Serine/threonine-protein phosphatase with EF-hands 2		 PF13499;PF00149;PF08321;	 GO:0005829;GO:0005634;GO:0001917;GO:0001750;GO:0005509;GO:0030544;GO:0051879;GO:0005506;GO:0030145;GO:0031435;GO:0106306;GO:0004722;GO:0106307;GO:0050906;GO:0043409;GO:0010801;GO:0006470;GO:0043506;GO:0043405;GO:0007601;	  C:cytosol; C:nucleus; C:photoreceptor inner segment; C:photoreceptor outer segment;	  F:calcium ion binding; F:Hsp70 protein binding; F:Hsp90 protein binding; F:iron ion binding; F:manganese ion binding; F:mitogen-activated protein kinase kinase kinase binding; F:protein serine phosphatase activity; F:protein serine/threonine phosphatase activity; F:protein threonine phosphatase activity;	  P:detection of stimulus involved in sensory perception; P:negative regulation of MAPK cascade; P:negative regulation of peptidyl-threonine phosphorylation; P:protein dephosphorylation; P:regulation of JUN kinase activity; P:regulation of MAP kinase activity; P:visual perception;
XM_040195055.1	chrXIII	17285384	17285384	chrXIII	17347346	17361205	-	XM_040195055.1	path1	P27615	Lysosome membrane protein 2	85 kDa lysosomal membrane sialoglycoprotein;CD36 antigen-like 2;Lysosome membrane protein II;Scavenger receptor class B member 2;	 PF01130;	 GO:0005737;GO:0030666;GO:0016021;GO:0043202;GO:0005765;GO:0005886;GO:0038024;GO:0051087;GO:0015485;GO:0019899;GO:0031210;GO:0001786;GO:0042803;GO:0005044;GO:0015917;GO:0010976;GO:0006622;GO:0006898;GO:0043471;GO:1905123;	  C:cytoplasm; C:endocytic vesicle membrane; C:integral component of membrane; C:lysosomal lumen; C:lysosomal membrane; C:plasma membrane;	  F:cargo receptor activity; F:chaperone binding; F:cholesterol binding; F:enzyme binding; F:phosphatidylcholine binding; F:phosphatidylserine binding; F:protein homodimerization activity; F:scavenger receptor activity;	  P:aminophospholipid transport; P:positive regulation of neuron projection development; P:protein targeting to lysosome; P:receptor-mediated endocytosis; P:regulation of cellular carbohydrate catabolic process; P:regulation of glucosylceramidase activity;
XM_040195206.1	chrXIII	17357570	17357570	chrXIII	17380724	17384871	+	XM_040195206.1	path1	O08918 O35612	Cyclin-G2		 PF00134;	 GO:0000307;GO:0005737;GO:0005829;GO:0005634;GO:0016538;GO:0051301;GO:0044772;GO:0051726;GO:0000079;	  C:cyclin-dependent protein kinase holoenzyme complex; C:cytoplasm; C:cytosol; C:nucleus;	  F:cyclin-dependent protein serine/threonine kinase regulator activity;	  P:cell division; P:mitotic cell cycle phase transition; P:regulation of cell cycle; P:regulation of cyclin-dependent protein serine/threonine kinase activity;
NM_001267636.1	chrXIII	17357570	17357570	chrXIII	17385746	17389217	+	NM_001267636.1	path1	O43173 A8K0F2 Q6B085 Q9NS41	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	Alpha-2,8-sialyltransferase 8C;Alpha-2,8-sialyltransferase III;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3;Sialyltransferase 8C;Sialyltransferase St8Sia III {ECO:0000303|PubMed:9826427};	 PF00777;	 GO:0000139;GO:0016021;GO:0003828;GO:0042802;GO:0033691;GO:0008373;GO:0001574;GO:0009100;GO:0006688;GO:0006491;GO:0009311;GO:0006486;GO:1990743;	  C:Golgi membrane; C:integral component of membrane;	  F:alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity; F:identical protein binding; F:sialic acid binding; F:sialyltransferase activity;	  P:ganglioside biosynthetic process; P:glycoprotein metabolic process; P:glycosphingolipid biosynthetic process; P:N-glycan processing; P:oligosaccharide metabolic process; P:protein glycosylation; P:protein sialylation;
XM_040194974.1	chrXIII	17357570	17357570	chrXIII	17392524	17395970	-	XM_040194974.1	path1	Q99P74	Ras-related protein Rab-27B		 PF00071;	 GO:0098993;GO:0016324;GO:1904115;GO:0005794;GO:0005795;GO:0005770;GO:0042470;GO:0032585;GO:0030141;GO:0030667;GO:0030140;GO:0042589;GO:0003925;GO:0019003;GO:0005525;GO:0003924;GO:0031489;GO:0019904;GO:0099641;GO:0032402;GO:0071985;GO:0045921;GO:0017157;GO:0048488;	  C:anchored component of synaptic vesicle membrane; C:apical plasma membrane; C:axon cytoplasm; C:Golgi apparatus; C:Golgi stack; C:late endosome; C:melanosome; C:multivesicular body membrane; C:secretory granule; C:secretory granule membrane; C:trans-Golgi network transport vesicle; C:zymogen granule membrane;	  F:G protein activity; F:GDP binding; F:GTP binding; F:GTPase activity; F:myosin V binding; F:protein domain specific binding;	  P:anterograde axonal protein transport; P:melanosome transport; P:multivesicular body sorting pathway; P:positive regulation of exocytosis; P:regulation of exocytosis; P:synaptic vesicle endocytosis;
XM_040194965.1	chrXIII	17357570	17357570	chrXIII	17396246	17400580	-	XM_040194965.1	path1	Q6R3M4 Q641P1 Q6R3M3 Q9R1A6	DNA polymerase iota	Rad30 homolog B;	 PF00817;PF11799;PF11798;	 GO:0036464;GO:0016607;GO:0003684;GO:0003887;GO:0046872;GO:0071494;GO:0006260;GO:0019985;	  C:cytoplasmic ribonucleoprotein granule; C:nuclear speck;	  F:damaged DNA binding; F:DNA-directed DNA polymerase activity; F:metal ion binding;	  P:cellular response to UV-C; P:DNA replication; P:translesion synthesis;
XM_040194973.1	chrXIII	17357570	17357570	chrXIII	17408661	17416892	-	XM_040194973.1	path1	P0DTE4 B4E2F4 D3GER1 D3GER2 E9PDM7 J3KNA3 Q9Y4X1	UDP-glucuronosyltransferase 2A1 {ECO:0000303|PubMed:18719240}		 PF00201;	 GO:0005789;GO:0016021;GO:0015020;GO:0008206;GO:0052695;GO:0050896;GO:0007608;	  C:endoplasmic reticulum membrane; C:integral component of membrane;	  F:glucuronosyltransferase activity;	  P:bile acid metabolic process; P:cellular glucuronidation; P:response to stimulus; P:sensory perception of smell;
XM_040194967.1	chrXIII	17357570	17357570	chrXIII	17419472	17428507	-	XM_040194967.1	path1	Q6PDD0	UDP-glucuronosyltransferase 2A2 {ECO:0000305}		 PF00201;	 GO:0016021;GO:0043231;GO:0015020;GO:0008206;GO:0052695;	  C:integral component of membrane; C:intracellular membrane-bounded organelle;	  F:glucuronosyltransferase activity;	  P:bile acid metabolic process; P:cellular glucuronidation;
XM_040196267.1	chrXIII	17392330	17392330	chrXIII	17437873	17440325	-	XM_040196267.1	path1	Q16559 A0AVI7	T-cell acute lymphocytic leukemia protein 2	Class A basic helix-loop-helix protein 19;	 PF00010;	 GO:0000785;GO:0003677;GO:0000981;GO:0046983;GO:0000978;GO:0030901;GO:0035264;GO:0009791;GO:0006357;GO:0021794;	  C:chromatin;	  F:DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein dimerization activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;	  P:midbrain development; P:multicellular organism growth; P:post-embryonic development; P:regulation of transcription by RNA polymerase II; P:thalamus development;
XR_005714011.1	chrXIII	17392330	17392330	chrXIII	17440620	17446255	+	XR_005714011.1	path1	Q5VXU9 A2A2V3 Q2M1H8 Q96M73	Protein shortage in chiasmata 1 ortholog {ECO:0000305}	Protein ZIP2 homolog {ECO:0000250|UniProtKB:A2ALV5};	 PF17825;	 GO:0005694;GO:0000794;GO:0016887;GO:0003697;GO:0007131;GO:0000712;	  C:chromosome; C:condensed nuclear chromosome;	  F:ATPase activity; F:single-stranded DNA binding;	  P:reciprocal meiotic recombination; P:resolution of meiotic recombination intermediates;
XM_040196671.1	chrXIII	17392330	17392330	chrXIII	17453233	17461950	-	XM_040196671.1	path1	Q7RTR2 Q5EY36 Q8NF48 Q8NI01 Q8NI02 Q8TEL3	NLR family CARD domain-containing protein 3	CARD15-like protein;Caterpiller protein 16.2 {ECO:0000303|PubMed:15705585};NACHT, LRR and CARD domains-containing protein 3;Nucleotide-binding oligomerization domain protein 3;	 PF13516;PF05729;PF17776;PF17779;	 GO:0034451;GO:0005737;GO:0005829;GO:0043231;GO:0048471;GO:0005524;GO:0036312;GO:0007249;GO:0035556;GO:1900016;GO:0050680;GO:0048147;GO:0043124;GO:0050728;GO:0045824;GO:0032687;GO:0032688;GO:0032715;GO:0032088;GO:1901223;GO:1900226;GO:0014067;GO:0032720;GO:0042110;	  C:centriolar satellite; C:cytoplasm; C:cytosol; C:intracellular membrane-bounded organelle; C:perinuclear region of cytoplasm;	  F:ATP binding; F:phosphatidylinositol 3-kinase regulatory subunit binding;	  P:I-kappaB kinase/NF-kappaB signaling; P:intracellular signal transduction; P:negative regulation of cytokine production involved in inflammatory response; P:negative regulation of epithelial cell proliferation; P:negative regulation of fibroblast proliferation; P:negative regulation of I-kappaB kinase/NF-kappaB signaling; P:negative regulation of inflammatory response; P:negative regulation of innate immune response; P:negative regulation of interferon-alpha production; P:negative regulation of interferon-beta production; P:negative regulation of interleukin-6 production; P:negative regulation of NF-kappaB transcription factor activity; P:negative regulation of NIK/NF-kappaB signaling; P:negative regulation of NLRP3 inflammasome complex assembly; P:negative regulation of phosphatidylinositol 3-kinase signaling; P:negative regulation of tumor necrosis factor production; P:T cell activation;
XM_040196622.1	chrXIII	17430028	17430028	chrXIII	17479518	17484965	-	XM_040196622.1	path1	Q9R1R0 O88706 Q6P1H2 Q9R1R1	LIM/homeobox protein Lhx6	LIM/homeobox protein Lhx6.1;	 PF00046;PF00412;	 GO:0005634;GO:0003700;GO:0000981;GO:0046872;GO:0000977;GO:1990837;GO:0048469;GO:0021853;GO:0021895;GO:0021799;GO:0021800;GO:0021884;GO:0021877;GO:0030182;GO:0006357;	  C:nucleus;	  F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:metal ion binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding;	  P:cell maturation; P:cerebral cortex GABAergic interneuron migration; P:cerebral cortex neuron differentiation; P:cerebral cortex radially oriented cell migration; P:cerebral cortex tangential migration; P:forebrain neuron development; P:forebrain neuron fate commitment; P:neuron differentiation; P:regulation of transcription by RNA polymerase II;
XM_040196285.1	chrXIII	17430028	17430028	chrXIII	17495802	17502159	+	XM_040196285.1	path1	O97554	Prostaglandin G/H synthase 1	Cyclooxygenase-1;Prostaglandin H2 synthase 1;Prostaglandin-endoperoxide synthase 1;	 PF03098;PF00008;	 GO:0005789;GO:0051213;GO:0020037;GO:0046872;GO:0004601;GO:0004666;GO:0019371;GO:0006954;GO:0008217;GO:0006979;	  C:endoplasmic reticulum membrane;	  F:dioxygenase activity; F:heme binding; F:metal ion binding; F:peroxidase activity; F:prostaglandin-endoperoxide synthase activity;	  P:cyclooxygenase pathway; P:inflammatory response; P:regulation of blood pressure; P:response to oxidative stress;
XM_040196282.1	chrXIII	17430028	17430028	chrXIII	17502782	17513421	-	XM_040196282.1	path1	D3YXG0 D3Z2Q7	Hemicentin-1 {ECO:0000312|MGI:MGI:2685047}	Fibulin-6 {ECO:0000303|PubMed:24951538};	 PF12662;PF07645;PF07474;PF07679;PF00090;	 GO:0005912;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005576;GO:0005509;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617;	  C:adherens junction; C:basement membrane; C:cell cortex; C:cell junction; C:cleavage furrow; C:collagen-containing extracellular matrix; C:extracellular region;	  F:calcium ion binding;	  P:cell cycle; P:cell division; P:heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:response to bacterium;
XM_040195754.1	chrXIII	17456684	17456684	chrXIII	17515144	17520268	+	XM_040195754.1	path1	Q10713 B4DKL3 E7ET61 Q16639 Q5SXM9 Q8N513	Mitochondrial-processing peptidase subunit alpha	Alpha-MPP;Inactive zinc metalloprotease alpha {ECO:0000305};P-55;	 PF00675;PF05193;	 GO:0005615;GO:0005743;GO:0005759;GO:0005739;GO:0046872;GO:0006851;GO:0006627;	  C:extracellular space; C:mitochondrial inner membrane; C:mitochondrial matrix; C:mitochondrion;	  F:metal ion binding;	  P:mitochondrial calcium ion transmembrane transport; P:protein processing involved in protein targeting to mitochondrion;
XM_040195752.1	chrXIII	17456684	17456684	chrXIII	17520299	17524700	-	XM_040195752.1	path1	Q9WVR1 A0A0G2K6T4	Phosphatidylinositol polyphosphate 5-phosphatase type IV	5-phosphatase that induces arborization {ECO:0000303|PubMed:10405344};72 kDa inositol polyphosphate 5-phosphatase;Inositol polyphosphate-5-phosphatase E;Phosphatidylinositol 4,5-bisphosphate 5-phosphatase;Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase;	 PF03372;	 GO:0005930;GO:0005929;GO:0005737;GO:0005925;GO:0032580;GO:0000139;GO:0005654;GO:0005634;GO:0005886;GO:0001726;GO:0004445;GO:0016314;GO:0034485;GO:0004439;GO:0106019;GO:0046855;GO:0014067;GO:1903565;GO:0017148;GO:0046856;GO:0046488;	  C:axoneme; C:cilium; C:cytoplasm; C:focal adhesion; C:Golgi cisterna membrane; C:Golgi membrane; C:nucleoplasm; C:nucleus; C:plasma membrane; C:ruffle;	  F:inositol-polyphosphate 5-phosphatase activity; F:phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity; F:phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity; F:phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity; F:phosphatidylinositol-4,5-bisphosphate phosphatase activity;	  P:inositol phosphate dephosphorylation; P:negative regulation of phosphatidylinositol 3-kinase signaling; P:negative regulation of protein localization to cilium; P:negative regulation of translation; P:phosphatidylinositol dephosphorylation; P:phosphatidylinositol metabolic process;
XM_040195350.1	chrXIII	17462302	17462302	chrXIII	17553464	17586728	+	XM_040195350.1	path1	A2RUV0 F7CY31	Neurogenic locus notch homolog protein 1		 PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;	 GO:0016021;GO:0005634;GO:0005886;GO:0005509;GO:0005112;GO:0038023;GO:0001525;GO:0030154;GO:0060271;GO:0061314;GO:0007219;GO:0050793;GO:0006355;	  C:integral component of membrane; C:nucleus; C:plasma membrane;	  F:calcium ion binding; F:Notch binding; F:signaling receptor activity;	  P:angiogenesis; P:cell differentiation; P:cilium assembly; P:Notch signaling involved in heart development; P:Notch signaling pathway; P:regulation of developmental process; P:regulation of transcription, DNA-templated;
XM_040198661.1	chrXV	7141237	7141237	chrXV	7103769	7117038	-	XM_040198661.1	path1	Q5DU00 Q5SZU0 Q80Y99	Doublecortin domain-containing protein 2		 PF03607;	 GO:0005930;GO:0034451;GO:0005929;GO:0005737;GO:0005856;GO:0005829;GO:0060091;GO:0005874;GO:0015630;GO:0005815;GO:0072686;GO:0005654;GO:0045202;GO:0019894;GO:0060271;GO:0048813;GO:0035556;GO:0001764;GO:0019228;GO:0045880;GO:1902017;GO:0030111;GO:0007605;GO:0035249;GO:0008542;	  C:axoneme; C:centriolar satellite; C:cilium; C:cytoplasm; C:cytoskeleton; C:cytosol; C:kinocilium; C:microtubule; C:microtubule cytoskeleton; C:microtubule organizing center; C:mitotic spindle; C:nucleoplasm; C:synapse;	  F:kinesin binding;	  P:cilium assembly; P:dendrite morphogenesis; P:intracellular signal transduction; P:neuron migration; P:neuronal action potential; P:positive regulation of smoothened signaling pathway; P:regulation of cilium assembly; P:regulation of Wnt signaling pathway; P:sensory perception of sound; P:synaptic transmission, glutamatergic; P:visual learning;
XM_040198659.1	chrXV	7141237	7141237	chrXV	7118348	7121345	-	XM_040198659.1	path1	Q5U3G1	Collectin-11		 PF01391;PF00059;	 GO:0005581;GO:0005615;GO:0005509;GO:0120153;GO:0003677;GO:0042806;GO:0005537;GO:0070492;GO:0019730;GO:0001867;GO:0032502;GO:0001755;	  C:collagen trimer; C:extracellular space;	  F:calcium ion binding; F:calcium-dependent carbohydrate binding; F:DNA binding; F:fucose binding; F:mannose binding; F:oligosaccharide binding;	  P:antimicrobial humoral response; P:complement activation, lectin pathway; P:developmental process; P:neural crest cell migration;
XM_040200003.1	chrXV	7141237	7141237	chrXV	7122633	7152660	+	XM_040200003.1	path1	Q9UM54 A6H8V4 E1P540 Q5TEM5 Q5TEM6 Q5TEM7 Q9BZZ7 Q9UEG2	Unconventional myosin-VI	Unconventional myosin-6;	 PF16521;PF00063;	 GO:0015629;GO:0005884;GO:0005938;GO:0005905;GO:0030665;GO:0005737;GO:0031410;GO:0005829;GO:0030139;GO:0070062;GO:0031941;GO:0030175;GO:0005794;GO:0005765;GO:0016020;GO:0005902;GO:0031965;GO:0005654;GO:0005634;GO:0048471;GO:0005886;GO:0016591;GO:0001726;GO:0032587;GO:0016461;GO:0031982;GO:0003779;GO:0051015;GO:0030898;GO:0043531;GO:0005524;GO:0005516;GO:0042802;GO:0000146;GO:0060001;GO:0003774;GO:0007015;GO:0030048;GO:0030330;GO:0006897;GO:0042491;GO:0042472;GO:0006886;GO:0045944;GO:0051046;GO:0007605;GO:0030050;	  C:actin cytoskeleton; C:actin filament; C:cell cortex; C:clathrin-coated pit; C:clathrin-coated vesicle membrane; C:cytoplasm; C:cytoplasmic vesicle; C:cytosol; C:endocytic vesicle; C:extracellular exosome; C:filamentous actin; C:filopodium; C:Golgi apparatus; C:lysosomal membrane; C:membrane; C:microvillus; C:nuclear membrane; C:nucleoplasm; C:nucleus; C:perinuclear region of cytoplasm; C:plasma membrane; C:RNA polymerase II, holoenzyme; C:ruffle; C:ruffle membrane; C:unconventional myosin complex; C:vesicle;	  F:actin binding; F:actin filament binding; F:actin-dependent ATPase activity; F:ADP binding; F:ATP binding; F:calmodulin binding; F:identical protein binding; F:microfilament motor activity; F:minus-end directed microfilament motor activity; F:motor activity;	  P:actin filament organization; P:actin filament-based movement; P:DNA damage response, signal transduction by p53 class mediator; P:endocytosis; P:inner ear auditory receptor cell differentiation; P:inner ear morphogenesis; P:intracellular protein transport; P:positive regulation of transcription by RNA polymerase II; P:regulation of secretion; P:sensory perception of sound; P:vesicle transport along actin filament;
XM_040200009.1	chrXV	7141237	7141237	chrXV	7154128	7170923	-	XM_040200009.1	path1	Q8JIR8	Interphotoreceptor matrix proteoglycan 1	Sialoprotein associated with cones and rods;	 PF01390;	 GO:0005576;GO:0033165;GO:0001917;GO:0001750;GO:0035374;GO:0008201;GO:0005540;GO:0007601;	  C:extracellular region; C:interphotoreceptor matrix; C:photoreceptor inner segment; C:photoreceptor outer segment;	  F:chondroitin sulfate binding; F:heparin binding; F:hyaluronic acid binding;	  P:visual perception;
XM_040200382.1	chrXV	7179766	7179766	chrXV	7182060	7186219	-	XM_040200382.1	path1	Q9N2B7	5-hydroxytryptamine receptor 1B	Serotonin receptor 1B;	 PF00001;	 GO:0030425;GO:0005887;GO:0045202;GO:0004993;GO:0030594;GO:0051378;GO:0007198;GO:0007610;GO:0046849;GO:0071312;GO:0035690;GO:0007268;GO:0007187;GO:0014063;GO:0050795;GO:0042310;	  C:dendrite; C:integral component of plasma membrane; C:synapse;	  F:G protein-coupled serotonin receptor activity; F:neurotransmitter receptor activity; F:serotonin binding;	  P:adenylate cyclase-inhibiting serotonin receptor signaling pathway; P:behavior; P:bone remodeling; P:cellular response to alkaloid; P:cellular response to drug; P:chemical synaptic transmission; P:G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger; P:negative regulation of serotonin secretion; P:regulation of behavior; P:vasoconstriction;
XM_040198716.1	chrXV	7179766	7179766	chrXV	7207859	7220834	-	XM_040198716.1	path1	Q9Y5W7 B4DI55 Q4VBR3 Q5TCF9 Q5TCG0 Q6NUI7 Q6PI37 Q9BSD1	Sorting nexin-14		 PF08628;PF00787;PF02194;PF00615;	 GO:0005829;GO:0030425;GO:0016021;GO:0043231;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0080025;GO:0097352;GO:0015031;	  C:cytosol; C:dendrite; C:integral component of membrane; C:intracellular membrane-bounded organelle; C:late endosome; C:late endosome membrane; C:lysosomal membrane; C:lysosome;	  F:phosphatidylinositol-3,5-bisphosphate binding;	  P:autophagosome maturation; P:protein transport;
XR_005714215.1	chrXV	15927067	15927067	chrXV	15934124	15937052	+	XR_005714215.1	path1	Q7L622 Q9BVR2 Q9H9E9 Q9NXC0 Q9P2L3	G2/M phase-specific E3 ubiquitin-protein ligase	G2/M phase-specific HECT-type E3 ubiquitin transferase;	 PF00632;	 GO:0005829;GO:0005794;GO:0043231;GO:0005730;GO:0005634;GO:0046872;GO:0004842;GO:0006915;GO:0007275;	  C:cytosol; C:Golgi apparatus; C:intracellular membrane-bounded organelle; C:nucleolus; C:nucleus;	  F:metal ion binding; F:ubiquitin-protein transferase activity;	  P:apoptotic process; P:multicellular organism development;
XM_040200502.1	chrXV	17075806	17075806	chrXV	16974254	17087669	+	XM_040200502.1	path1	A1XQX8 A1XQX9	Neurexin-3a	Neurexin IIIa-alpha;Neurexin-3a-alpha;	 PF02210;PF01034;	 GO:0016021;GO:0046872;GO:0001525;GO:0007155;	  C:integral component of membrane;	  F:metal ion binding;	  P:angiogenesis; P:cell adhesion;
XM_040200322.1	chrXV	17075806	17075806	chrXV	17103656	17107480	-	XM_040200322.1	path1	P79747 Q8QFX5	Type II iodothyronine deiodinase	5DII;DIOII;Type 2 DI;Type-II 5'-deiodinase;	 PF00837;	 GO:0016021;GO:0004800;GO:0042446;GO:0042403;	  C:integral component of membrane;	  F:thyroxine 5'-deiodinase activity;	  P:hormone biosynthetic process; P:thyroid hormone metabolic process;
XM_040199401.1	chrXV	17075806	17075806	chrXV	17114713	17131050	-	XM_040199401.1	path1	Q8N1C3 Q5H9T8	Gamma-aminobutyric acid receptor subunit gamma-1	GABA(A) receptor subunit gamma-1;	 PF02931;PF02932;	 GO:0034707;GO:0032590;GO:1902711;GO:0005887;GO:0043005;GO:0005886;GO:0098794;GO:0045211;GO:0045202;GO:0050811;GO:0004890;GO:0022851;GO:0005237;GO:0030594;GO:1904315;GO:0007268;GO:1902476;GO:0007214;GO:0034220;GO:0050877;GO:0042391;GO:0060078;GO:0007165;GO:0051932;	  C:chloride channel complex; C:dendrite membrane; C:GABA-A receptor complex; C:integral component of plasma membrane; C:neuron projection; C:plasma membrane; C:postsynapse; C:postsynaptic membrane; C:synapse;	  F:GABA receptor binding; F:GABA-A receptor activity; F:GABA-gated chloride ion channel activity; F:inhibitory extracellular ligand-gated ion channel activity; F:neurotransmitter receptor activity; F:transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential;	  P:chemical synaptic transmission; P:chloride transmembrane transport; P:gamma-aminobutyric acid signaling pathway; P:ion transmembrane transport; P:nervous system process; P:regulation of membrane potential; P:regulation of postsynaptic membrane potential; P:signal transduction; P:synaptic transmission, GABAergic;
XM_040200344.1	chrXV	17124985	17124985	chrXV	17183869	17189149	+	XM_040200344.1	path1	Q5XJQ7	Protein odd-skipped-related 1 {ECO:0000312|EMBL:AAH83241.1}		 PF00096;	 GO:0005634;GO:0000981;GO:0046872;GO:0000977;GO:0035779;GO:0072112;GO:0048389;GO:0001822;GO:0048382;GO:0000122;GO:0045892;GO:0033339;GO:0035777;GO:0035775;GO:0035778;GO:0035776;GO:0048793;GO:1903224;GO:1900107;GO:0006357;GO:0001655;	  C:nucleus;	  F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:metal ion binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;	  P:angioblast cell differentiation; P:glomerular visceral epithelial cell differentiation; P:intermediate mesoderm development; P:kidney development; P:mesendoderm development; P:negative regulation of transcription by RNA polymerase II; P:negative regulation of transcription, DNA-templated; P:pectoral fin development; P:pronephric distal tubule development; P:pronephric glomerulus morphogenesis; P:pronephric nephron tubule epithelial cell differentiation; P:pronephric proximal tubule development; P:pronephros development; P:regulation of endodermal cell differentiation; P:regulation of nodal signaling pathway; P:regulation of transcription by RNA polymerase II; P:urogenital system development;
XM_040199961.1	chrXV	17241787	17241787	chrXV	17298604	17302939	-	XM_040199961.1	path1	Q6Y228	Ragulator complex protein LAMTOR3	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3;	 PF08923;	 GO:0071986;GO:0034613;GO:0071230;GO:0032008;GO:0050790;	  C:Ragulator complex;	 	  P:cellular protein localization; P:cellular response to amino acid stimulus; P:positive regulation of TOR signaling; P:regulation of catalytic activity;
XM_040203335.1	chrXVII	9212205	9212205	chrXVII	9210314	9213138	-	XM_040203335.1	path1	Q80ZF7	Retinol dehydrogenase 10		 PF00106;	 GO:0005737;GO:0005789;GO:0016021;GO:0043231;GO:0005811;GO:0016020;GO:0052650;GO:0016616;GO:0004745;GO:0009887;GO:0060449;GO:0043583;GO:0031076;GO:0035115;GO:0048568;GO:0048703;GO:0008406;GO:0001701;GO:0001656;GO:0014032;GO:0043584;GO:1900054;GO:0060431;GO:0042574;GO:0002138;GO:0042572;GO:0007601;	  C:cytoplasm; C:endoplasmic reticulum membrane; C:integral component of membrane; C:intracellular membrane-bounded organelle; C:lipid droplet; C:membrane;	  F:NADP-retinol dehydrogenase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:retinol dehydrogenase activity;	  P:animal organ morphogenesis; P:bud elongation involved in lung branching; P:ear development; P:embryonic camera-type eye development; P:embryonic forelimb morphogenesis; P:embryonic organ development; P:embryonic viscerocranium morphogenesis; P:gonad development; P:in utero embryonic development; P:metanephros development; P:neural crest cell development; P:nose development; P:positive regulation of retinoic acid biosynthetic process; P:primary lung bud formation; P:retinal metabolic process; P:retinoic acid biosynthetic process; P:retinol metabolic process; P:visual perception;
